player,team,matches,runs_scored,batting_avg,strike_rate,wickets_taken,bowling_avg,economy_rate,maidens,dot_balls,key_wickets,catches,run_outs,potm_wins,potm_rate,team_wins,win_rate,avg_last_5_runs,avg_last_5_wickets
Ilyas Ataullah,Turkey,11,98,8.91,104.26,5,38.6,8.33,1,37,4,4,4,0,0.0,1,0.09,4.6,0.4
I Elec,Turkey,11,88,8.0,60.69,6,21.17,6.51,1,49,2,2,0,0,0.0,1,0.09,4.0,0.2
A Turkmen,Turkey,11,124,11.27,96.88,13,20.46,6.07,0,108,7,4,1,0,0.0,1,0.09,15.6,1.8
R Nath,Turkey,11,158,14.36,84.49,0,0.0,0.0,0,0,0,5,3,0,0.0,1,0.09,21.0,0.0
M Ozturk,Turkey,11,73,6.64,65.18,14,24.5,7.71,0,83,7,3,1,0,0.0,1,0.09,8.8,2.0
Muhammed Turkmen,Turkey,5,39,7.8,134.48,4,19.0,6.81,0,26,2,0,0,1,0.2,1,0.2,7.8,0.8
Cihan Altun,Turkey,1,4,4.0,200.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.0,0.0
BC Sahin,Turkey,2,6,3.0,27.27,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,3.0,0.0
Murat Yilmaz,Turkey,3,2,0.67,18.18,0,33.0,6.6,0,11,0,2,0,0,0.0,1,0.33,0.67,0.0
Muhammet Kursat,Turkey,3,0,0.0,0.0,3,13.0,6.69,0,19,2,0,0,0,0.0,1,0.33,0.0,1.0
Murat Ipek,Turkey,3,1,0.33,50.0,0,4.0,3.0,0,4,0,2,0,0,0.0,1,0.33,0.33,0.0
Zain Asif,Bulgaria,3,75,25.0,141.51,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.67,25.0,0.0
Zaid Soulat,Bulgaria,5,95,19.0,103.26,0,0.0,0.0,0,0,0,1,0,1,0.2,2,0.4,19.0,0.0
Isa Zaroo,Bulgaria,9,115,12.78,90.55,4,22.75,9.75,0,20,3,5,0,0,0.0,1,0.11,15.8,0.6
Danyal Raja,Bulgaria,10,69,6.9,88.46,11,24.36,7.66,2,92,11,2,0,0,0.0,2,0.2,7.6,1.0
Gagandeep Singh,Kings XI Punjab,17,52,3.06,92.86,8,50.0,7.84,1,111,3,7,1,0,0.0,8,0.47,1.6,0.4
Huzaif Yousuf,Bulgaria,4,16,4.0,88.89,3,36.33,9.34,1,20,1,0,2,0,0.0,1,0.25,4.0,0.75
S Rani,Bangladesh,9,114,12.67,76.0,0,0.0,0.0,0,0,0,1,0,0,0.0,3,0.33,11.6,0.0
Shorna Akter,Bangladesh,48,457,9.52,73.0,22,25.36,6.46,1,200,10,9,5,2,0.04,13,0.27,7.0,0.2
Marufa Akter,Bangladesh,50,63,1.26,54.78,39,27.23,5.24,10,672,30,4,4,1,0.02,14,0.28,0.4,1.0
Sultana Khatun,Bangladesh,32,71,2.22,49.65,33,26.3,4.87,9,582,21,0,1,0,0.0,9,0.28,0.0,1.8
AB Kaur,Mumbai Indians,38,342,9.0,100.0,16,30.25,6.31,2,226,7,11,7,2,0.05,21,0.55,11.2,0.0
BM Anusha,India,3,2,0.67,33.33,2,28.5,5.26,0,27,2,0,0,0,0.0,2,0.67,0.67,0.67
PARP Perera,Jaffna Kings,5,82,16.4,78.85,0,0.0,0.0,0,0,0,1,0,0,0.0,1,0.2,16.4,0.0
DN Wellalage,Sri Lanka,70,738,10.54,89.89,79,24.39,5.65,5,965,48,24,3,6,0.09,38,0.54,12.0,2.0
RS Fernando,Dambulla Aura,6,32,5.33,133.33,0,34.0,10.2,0,5,0,0,0,0,0.0,2,0.33,6.4,0.0
J Liyanage,Sri Lanka,37,844,22.81,87.19,4,70.5,7.14,1,88,1,8,0,2,0.05,20,0.54,15.4,0.0
LEK Edirisinghe,Dambulla Aura,1,6,6.0,100.0,0,0.0,0.0,0,0,0,1,0,0,0.0,1,1.0,6.0,0.0
S Jayathilake,Dambulla Aura,6,51,8.5,94.44,1,130.0,7.65,0,30,1,1,0,0,0.0,4,0.67,9.4,0.0
MADI Hemantha,Gulf Giants,18,65,3.61,101.56,20,22.65,6.47,0,159,11,4,4,0,0.0,9,0.5,2.8,0.8
L Croospulle,Durdanto Dhaka,15,312,20.8,125.81,0,20.0,17.14,0,0,0,3,0,0,0.0,4,0.27,21.4,0.0
SMLD Samarakoon,Jaffna Kings,12,79,6.58,106.76,6,41.17,11.14,0,34,4,3,1,0,0.0,4,0.33,1.2,0.2
ZM Tribe,Jersey,25,496,19.84,110.47,3,24.0,5.68,0,35,3,8,0,0,0.0,20,0.8,53.0,0.0
J Kariko,Papua New Guinea,23,24,1.04,64.86,31,16.42,4.79,2,318,18,6,0,2,0.09,13,0.57,2.6,1.0
S Navaratne,Japan,6,40,6.67,93.02,0,0.0,0.0,0,0,0,4,1,0,0.0,5,0.83,8.0,0.0
S Ravichandran,Japan,32,696,21.75,127.94,36,12.97,5.01,5,288,19,16,2,5,0.16,22,0.69,15.4,1.6
R Sakurano-Thomas,Japan,30,213,7.1,92.61,31,16.48,6.55,3,224,16,6,1,2,0.07,20,0.67,12.0,0.4
Wang Liuyang,China,4,28,7.0,52.83,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.25,7.0,0.0
Zhuang Zelin,China,12,56,4.67,52.34,0,0.0,0.0,0,0,0,3,0,0,0.0,1,0.08,1.6,0.0
Wang Qi,China,6,3,0.5,16.67,5,19.8,5.12,0,57,5,1,1,0,0.0,1,0.17,0.6,0.8
Xie Kunkun,China,4,8,2.0,19.05,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.25,2.0,0.0
Yin Chenhao,China,3,2,0.67,14.29,0,5.0,3.75,0,3,0,0,0,0,0.0,1,0.33,0.67,0.0
Ma Qiancheng,China,9,3,0.33,9.09,7,25.71,6.63,0,72,4,0,1,0,0.0,1,0.11,0.4,0.8
Zhao Tianle,China,6,6,1.0,20.0,1,55.0,13.2,0,8,0,2,0,0,0.0,0,0.0,1.2,0.2
Luo Shilin,China,9,5,0.56,16.13,2,73.0,7.49,0,44,2,0,0,0,0.0,1,0.11,1.0,0.2
Sharveen Surendran,Malaysia,2,27,13.5,71.05,0,0.0,0.0,0,0,0,0,0,0,0.0,2,1.0,13.5,0.0
S Loday,Bhutan,11,119,10.82,75.8,0,0.0,0.0,0,0,0,1,1,0,0.0,3,0.27,8.2,0.0
K Ghalley,Bhutan,7,50,7.14,51.55,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.29,6.0,0.0
S Chophel,Bhutan,4,11,2.75,61.11,0,0.0,0.0,0,0,0,0,1,0,0.0,1,0.25,2.75,0.0
Tashi Phuntsho,Bhutan,8,80,10.0,72.73,7,8.71,4.75,0,41,6,1,0,1,0.12,2,0.25,11.6,1.4
Karma Dorji,Bhutan,12,11,0.92,110.0,6,32.5,7.65,0,54,2,0,1,0,0.0,4,0.33,0.8,0.2
S Desungnoen,Thailand,19,159,8.37,74.65,4,46.5,6.64,0,49,3,10,0,0,0.0,7,0.37,7.4,0.4
S Rungrueang,Thailand,17,79,4.65,59.85,0,0.0,0.0,0,0,0,7,0,0,0.0,12,0.71,4.6,0.0
AP Yadav,Thailand,27,666,24.67,109.9,0,0.0,0.0,0,0,0,11,10,3,0.11,18,0.67,36.6,0.0
N Nuntarach,Thailand,20,143,7.15,67.14,8,21.0,6.81,0,50,2,6,1,0,0.0,8,0.4,3.8,0.0
J Coetzee,Knights,29,306,10.55,109.68,47,11.55,5.53,3,273,23,1,1,7,0.24,18,0.62,0.0,2.0
Robert Raina,Thailand,15,110,7.33,93.22,17,8.59,5.73,0,71,7,5,0,0,0.0,8,0.53,4.6,1.6
C Chatphaisan,Thailand,32,464,14.5,104.5,5,14.0,5.06,1,44,4,13,1,2,0.06,18,0.56,18.0,0.0
P Suanchuai,Thailand,11,115,10.45,66.47,0,0.0,0.0,0,0,0,4,4,0,0.0,1,0.09,17.4,0.0
Sarawut Maliwan,Thailand,23,11,0.48,31.43,24,17.54,6.15,1,152,14,5,1,1,0.04,16,0.7,0.0,1.6
K Namchaikul,Thailand,12,3,0.25,21.43,11,14.18,5.6,0,77,4,1,1,0,0.0,5,0.42,0.2,1.2
Swann Htet Ko Ko,Myanmar,10,53,5.3,51.96,0,0.0,0.0,0,0,0,2,0,0,0.0,0,0.0,6.8,0.0
Pyae Phyo Wai,Myanmar,16,184,11.5,61.74,11,24.91,7.24,2,95,9,4,0,1,0.06,1,0.06,13.2,0.6
H Lin Oo,Myanmar,17,65,3.82,59.09,2,69.0,9.3,0,27,1,3,0,0,0.0,0,0.0,4.4,0.0
Aditya Jadeja,Saurashtra,3,0,0.0,0.0,3,13.67,5.47,0,24,1,0,0,0,0.0,2,0.67,0.0,1.0
Tarang Gohel,Saurashtra,7,143,20.43,172.29,0,0.0,0.0,0,0,0,2,1,0,0.0,4,0.57,8.2,0.0
Naman Dhir,Mumbai Indians,12,196,16.33,159.35,1,67.0,8.55,0,10,0,5,0,0,0.0,4,0.33,18.0,0.2
Ankit Kumar,Haryana,4,109,27.25,126.74,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.25,27.25,0.0
N Sindhu,Haryana,4,108,27.0,122.73,2,10.5,5.25,0,12,2,2,1,0,0.0,1,0.25,27.0,0.5
A Kamboj,Mumbai Indians,7,11,1.57,84.62,9,21.78,8.46,0,52,3,5,0,0,0.0,2,0.29,2.0,1.4
AS Thakur,Chhattisgarh,1,0,0.0,0.0,0,13.0,11.14,0,3,0,1,0,0,0.0,1,1.0,0.0,0.0
PS Painkra,Chhattisgarh,3,0,0.0,0.0,2,33.5,10.05,0,12,0,0,0,0,0.0,1,0.33,0.0,0.67
J Butte,Chhattisgarh,1,2,2.0,50.0,0,28.0,7.0,0,10,0,2,0,0,0.0,0,0.0,2.0,0.0
CP Sahani,Hyderabad (India),2,29,14.5,100.0,0,0.0,0.0,0,0,0,2,0,0,0.0,2,1.0,14.5,0.0
G Anikethreddy,Hyderabad (India),3,0,0.0,0.0,3,22.0,5.5,1,37,2,2,0,0,0.0,3,1.0,0.0,1.0
SS Ghosh,Tripura,3,15,5.0,71.43,2,23.5,6.71,0,13,2,1,1,0,0.0,1,0.33,5.0,0.67
AK Sarkar,Tripura,7,8,1.14,88.89,3,57.67,8.3,0,33,2,2,1,0,0.0,2,0.29,1.6,0.6
G Ajitesh,Tamil Nadu,3,14,4.67,107.69,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.33,4.67,0.0
A Raghuvanshi,Kolkata Knight Riders,12,289,24.08,128.44,0,0.0,0.0,0,0,0,5,0,0,0.0,9,0.75,20.0,0.0
Vivrant Sharma,Jammu & Kashmir,6,125,20.83,115.74,0,37.0,10.57,0,5,0,1,0,0,0.0,2,0.33,22.4,0.0
Qamran Iqbal,Jammu & Kashmir,8,201,25.12,105.24,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.25,29.8,0.0
Fazil Rashid,Jammu & Kashmir,4,42,10.5,113.51,0,0.0,0.0,0,0,0,2,0,0,0.0,1,0.25,10.5,0.0
Henan Nazir,Jammu & Kashmir,4,58,14.5,85.29,0,0.0,0.0,0,0,0,0,0,0,0.0,3,0.75,14.5,0.0
Sahil Lotra,Jammu & Kashmir,3,6,2.0,100.0,1,71.0,6.36,0,20,1,0,0,0,0.0,2,0.67,2.0,0.33
PR Veer,Uttar Pradesh,1,0,0.0,0.0,3,2.33,2.33,0,14,2,0,0,0,0.0,1,1.0,0.0,3.0
Jasmer Dhankhar,Uttar Pradesh,4,0,0.0,0.0,4,19.5,6.32,0,26,0,2,0,0,0.0,4,1.0,0.0,1.0
K Tewatiya,Nagaland,2,0,0.0,0.0,3,24.67,9.06,0,21,0,0,0,0,0.0,0,0.0,0.0,1.5
RS Jaganath Sinivas,Nagaland,2,31,15.5,172.22,4,16.25,8.12,0,19,2,0,0,0,0.0,0,0.0,15.5,2.0
Moakumzuk Tzudir,Nagaland,4,1,0.25,25.0,0,12.0,12.0,0,2,0,0,0,0,0.0,0,0.0,0.25,0.0
AS Kumar,Haryana,1,0,0.0,0.0,1,11.0,5.5,0,6,0,0,0,0,0.0,1,1.0,0.0,1.0
TC Vanlalremruata,Mizoram,3,0,0.0,0.0,3,23.67,7.1,0,14,0,0,0,0,0.0,0,0.0,0.0,1.0
AD Chopra,Mizoram,3,113,37.67,166.18,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,37.67,0.0
Joseph Lalthankhuma,Mizoram,8,76,9.5,72.38,0,7.0,7.0,0,2,0,3,0,0,0.0,0,0.0,13.6,0.0
Lalhriatrenga,Mizoram,3,17,5.67,45.95,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,5.67,0.0
Vikash Kumar,Mizoram,5,21,4.2,116.67,0,0.0,0.0,0,0,0,2,0,0,0.0,0,0.0,4.2,0.0
Mohit Jangra,Mizoram,6,39,6.5,105.41,5,32.8,7.69,0,50,4,1,2,0,0.0,1,0.17,6.0,0.8
F Lalmuanzuala,Mizoram,4,11,2.75,29.73,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.75,0.0
Remruatdika Ralte,Mizoram,8,10,1.25,55.56,3,55.33,7.84,0,45,2,2,0,0,0.0,1,0.12,2.0,0.6
S Mylliempdah,Meghalaya,2,33,16.5,58.93,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,16.5,0.0
RB Bishnoi Jr,Meghalaya,5,23,4.6,52.27,7,18.57,6.39,0,36,5,0,0,0,0.0,0,0.0,4.6,1.4
SB Kurkalang,Meghalaya,1,0,0.0,0.0,0,13.0,11.14,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0
RD Hynniewta,Meghalaya,1,0,0.0,0.0,0,13.0,6.5,0,4,0,0,0,0,0.0,0,0.0,0.0,0.0
Chengkam Sangma,Meghalaya,10,1,0.1,33.33,5,30.6,5.85,0,75,3,2,2,0,0.0,6,0.6,0.2,0.6
Lone Nasir Muzaffar,Jammu & Kashmir,3,3,1.0,60.0,2,17.5,6.77,0,11,2,1,0,0,0.0,2,0.67,1.0,0.67
A Awasthi,Arunachal Pradesh,2,52,26.0,208.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,26.0,0.0
Aryan Sahani,Arunachal Pradesh,2,5,2.5,41.67,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,2.5,0.0
AV Jaiswal,Arunachal Pradesh,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
D Yadav,Arunachal Pradesh,2,7,3.5,43.75,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3.5,0.0
L Jhon,Arunachal Pradesh,1,22,22.0,64.71,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,22.0,0.0
N Joshi,Pokhara Avengers,9,82,9.11,76.64,0,31.0,12.4,0,3,0,0,0,0,0.0,0,0.0,15.2,0.0
Y Sera,Arunachal Pradesh,2,0,0.0,0.0,0,62.0,12.83,0,7,0,0,0,0,0.0,0,0.0,0.0,0.0
P Karia,Saurashtra,1,0,0.0,0.0,0,14.0,3.5,1,16,0,1,0,0,0.0,1,1.0,0.0,0.0
SI Sopariya,Baroda,4,0,0.0,0.0,3,33.33,6.67,1,42,3,0,0,0,0.0,3,0.75,0.0,0.75
Jyotsnil Singh,Baroda,4,103,25.75,114.44,0,0.0,0.0,0,0,0,4,0,0,0.0,3,0.75,25.75,0.0
A Bharwad,Baroda,1,18,18.0,72.0,0,0.0,0.0,0,0,0,1,0,0,0.0,1,1.0,18.0,0.0
MV Pithiya,Baroda,4,12,3.0,300.0,0,23.0,5.75,0,8,0,0,0,0,0.0,2,0.5,3.0,0.0
Mohsin Khan (2),Uttar Pradesh,2,0,0.0,0.0,4,13.25,6.62,0,17,3,0,0,0,0.0,2,1.0,0.0,2.0
K L Shrijith,Karnataka,7,104,14.86,108.33,0,0.0,0.0,0,0,0,0,0,0,0.0,4,0.57,9.6,0.0
S Hegde,Karnataka,3,0,0.0,0.0,1,84.0,8.4,0,17,1,0,0,0,0.0,1,0.33,0.0,0.33
V Kaverappa,Punjab Kings,5,0,0.0,0.0,7,17.57,6.77,0,53,6,0,0,0,0.0,1,0.2,0.0,1.4
Priyansh Arya,Delhi,9,313,34.78,151.21,0,0.0,0.0,0,0,0,4,1,0,0.0,7,0.78,45.4,0.0
Dev Lakra,Delhi,1,1,1.0,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0
SA Engelbrecht,Cape Cobras,37,780,21.08,88.04,15,19.67,7.76,1,67,8,22,4,2,0.05,19,0.51,12.6,0.0
Tanzid Hasan,Bangladesh,61,1638,26.85,118.01,0,0.0,0.0,0,0,0,25,3,4,0.07,25,0.41,27.2,0.0
S Khiaoto,Thailand,25,291,11.64,76.18,0,0.0,0.0,0,0,0,7,6,1,0.04,14,0.56,9.8,0.0
S Chaturongrattana,Thailand,19,11,0.58,36.67,17,12.35,4.48,0,150,6,2,2,0,0.0,13,0.68,1.2,0.4
NM Sheikh,Scotland,8,16,2.0,34.04,7,14.14,3.64,3,99,5,0,0,1,0.12,6,0.75,3.0,1.0
M Zwilling,Netherlands,4,0,0.0,0.0,5,11.6,5.44,0,26,2,2,1,0,0.0,2,0.5,0.0,1.25
E Mathew,Malta,21,157,7.48,94.58,21,20.52,7.56,0,125,11,6,0,0,0.0,6,0.29,16.2,0.6
Waqas Ahmad,Malta,15,161,10.73,153.33,29,14.38,6.97,1,148,13,6,4,1,0.07,7,0.47,9.4,1.2
C Sudarsanan,Malta,13,85,6.54,69.67,0,25.0,9.38,0,4,0,16,3,0,0.0,2,0.15,7.2,0.0
A Halbhavi,Luxembourg,12,174,14.5,96.13,0,0.0,0.0,0,0,0,2,1,0,0.0,5,0.42,15.4,0.0
E Jabarkhel,Luxembourg,8,41,5.12,91.11,7,36.0,7.49,1,79,5,1,2,1,0.12,3,0.38,4.6,0.8
G Mckeon,France,19,705,37.11,138.78,8,21.0,6.22,0,60,3,11,1,3,0.16,12,0.63,22.0,0.2
Mukhtar Ghulami,France,13,196,15.08,100.51,0,0.0,0.0,0,0,0,12,0,0,0.0,8,0.62,10.4,0.0
P Pirabakaran,France,3,13,4.33,92.86,4,12.0,7.2,0,16,3,1,0,0,0.0,2,0.67,4.33,1.33
SM Warnakulasuriya,France,8,24,3.0,96.0,10,18.8,7.52,2,65,7,4,0,1,0.12,5,0.62,2.8,1.8
Zain Ahmad,France,16,170,10.62,103.03,14,11.43,5.78,0,73,6,5,3,0,0.0,7,0.44,14.4,0.2
R Mangal,France,12,5,0.42,45.45,13,17.77,8.06,0,56,3,4,1,0,0.0,6,0.5,0.0,1.0
P Hingorani,Romania,3,1,0.33,16.67,1,40.0,8.28,0,6,1,0,0,0,0.0,0,0.0,0.33,0.33
M Louis,West Indies,17,559,32.88,55.79,0,0.0,0.0,0,0,0,5,1,0,0.0,2,0.12,8.0,0.0
TW Gray,New South Wales,2,16,8.0,43.24,4,31.25,4.17,3,113,1,0,0,0,0.0,0,0.0,8.0,2.0
M Darke,Perth Scorchers,23,234,10.17,95.51,0,0.0,0.0,0,0,0,4,0,0,0.0,9,0.39,2.8,0.0
AL Edgar,Perth Scorchers,37,256,6.92,95.88,35,19.94,7.22,0,223,13,12,2,1,0.03,17,0.46,4.6,1.0
CC Ainsworth,Perth Scorchers,23,121,5.26,93.8,29,18.31,6.38,0,217,25,9,1,3,0.13,11,0.48,11.4,1.4
KM Pelle,Sydney Sixers,10,37,3.7,67.27,0,0.0,0.0,0,0,0,8,1,0,0.0,4,0.4,2.6,0.0
E Hoskin,Perth Scorchers,14,6,0.43,60.0,9,31.33,7.23,0,80,6,5,0,0,0.0,6,0.43,0.2,0.4
M Carmichael,Sydney Sixers,37,382,10.32,101.6,0,0.0,0.0,0,0,0,10,0,1,0.03,15,0.41,8.6,0.0
C Moore,Sydney Thunder,4,4,1.0,21.05,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.25,1.0,0.0
O Porter,Sydney Thunder,15,88,5.87,101.15,0,38.0,8.14,0,7,0,5,0,0,0.0,4,0.27,4.4,0.0
GH Smit,Guernsey,5,97,19.4,100.0,0,15.0,12.86,0,4,0,1,0,0,0.0,3,0.6,19.4,0.0
OB Nightingale,Guernsey,13,247,19.0,76.95,0,0.0,0.0,0,0,0,3,0,0,0.0,5,0.38,27.4,0.0
D Mullen,Guernsey,6,4,0.67,80.0,7,22.0,7.28,0,47,4,1,1,0,0.0,4,0.67,0.8,1.2
A Argyropoulou,Greece,11,124,11.27,62.94,0,0.0,0.0,0,0,0,8,1,0,0.0,3,0.27,13.8,0.0
A Savvani,Greece,12,49,4.08,40.83,15,14.13,5.44,0,93,8,1,0,2,0.17,4,0.33,3.8,0.6
M Syrioti,Greece,12,257,21.42,70.22,10,18.7,5.1,0,100,6,1,1,2,0.17,4,0.33,15.4,1.0
S Georgota,Greece,12,133,11.08,56.6,5,35.2,5.25,1,86,3,3,0,0,0.0,4,0.33,1.8,0.6
A Makri,Greece,12,79,6.58,57.25,11,19.36,6.14,2,87,7,0,1,0,0.0,4,0.33,8.8,0.2
M Polimeri,Greece,8,36,4.5,34.62,0,8.0,8.0,0,0,0,0,0,0,0.0,2,0.25,6.6,0.0
M Vervitsioti,Greece,12,19,1.58,31.67,8,22.38,5.56,0,85,5,1,1,0,0.0,4,0.33,1.8,0.8
T Parisi-mesimeri,Greece,4,5,1.25,25.0,0,0.0,0.0,0,0,0,2,0,0,0.0,1,0.25,1.25,0.0
DS Vlachopoulou,Greece,8,25,3.12,34.72,2,4.5,2.35,1,17,1,2,1,0,0.0,3,0.38,0.8,0.4
L Barnett,Isle of Man,7,367,52.43,163.84,7,13.29,3.26,1,115,4,5,2,6,0.86,7,1.0,53.8,1.0
K Carney,Isle of Man,6,77,12.83,87.5,0,0.0,0.0,0,0,0,0,0,0,0.0,6,1.0,11.0,0.0
A Thorpe,Isle of Man,6,0,0.0,0.0,6,12.17,3.56,0,63,4,1,0,0,0.0,6,1.0,0.0,1.2
C Perry,Isle of Man,7,0,0.0,0.0,14,7.07,3.69,1,95,10,0,2,1,0.14,7,1.0,0.0,2.0
B Murtagh,Isle of Man,3,0,0.0,0.0,3,17.33,4.39,0,30,1,0,0,0,0.0,3,1.0,0.0,1.0
J Hicks,Isle of Man,11,5,0.45,50.0,12,4.92,2.72,3,85,3,3,0,0,0.0,8,0.73,0.0,1.6
A Dineshi,Romania,3,2,0.67,11.11,0,20.0,8.0,0,1,0,0,0,0,0.0,1,0.33,0.67,0.0
RL Blake,Romania,3,188,62.67,149.21,1,55.0,7.5,0,16,1,1,0,1,0.33,1,0.33,62.67,0.33
AEMP Durayalage,Romania,3,13,4.33,34.21,1,28.0,5.42,0,13,1,0,0,0,0.0,1,0.33,4.33,0.33
CJ Ana,Romania,3,9,3.0,36.0,1,68.0,5.75,0,32,1,0,0,0,0.0,1,0.33,3.0,0.33
M Chereches,Romania,3,5,1.67,62.5,1,61.0,7.32,0,18,1,0,0,0,0.0,1,0.33,1.67,0.33
M Marin,Romania,3,2,0.67,4.08,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.33,0.67,0.0
C Cirlig,Romania,3,8,2.67,36.36,1,63.0,7.0,0,15,0,0,0,0,0.0,1,0.33,2.67,0.33
I Muntean,Romania,3,2,0.67,18.18,0,60.0,5.71,0,22,0,0,0,0,0.0,1,0.33,0.67,0.0
S Tudorache,Romania,2,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
S Moise,Romania,2,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
R Andreea,Romania,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
JA Rymer,Malta,3,88,29.33,56.05,0,0.0,0.0,0,0,0,2,0,0,0.0,0,0.0,29.33,0.0
A Rameshan,Malta,4,68,17.0,59.65,4,29.0,7.4,0,39,4,0,0,0,0.0,0,0.0,17.0,1.0
S Cholasseri,Malta,4,67,16.75,70.53,2,45.0,7.4,0,29,1,0,0,0,0.0,0,0.0,16.75,0.5
P Bhandari,Malta,3,8,2.67,19.05,2,46.5,6.97,0,27,2,0,0,0,0.0,0,0.0,2.67,0.67
S Khatri,Malta,4,1,0.25,2.94,0,58.0,8.29,0,11,0,0,0,0,0.0,0,0.0,0.25,0.0
T Calingin,Malta,1,0,0.0,0.0,0,15.0,9.0,0,2,0,1,0,0,0.0,0,0.0,0.0,0.0
Bibina Baby,Malta,3,0,0.0,0.0,0,34.0,7.03,0,9,0,0,0,0,0.0,0,0.0,0.0,0.0
ES Grammenou,Greece,2,3,1.5,13.04,0,11.0,11.0,0,1,0,0,0,0,0.0,1,0.5,1.5,0.0
E Cleator,Isle of Man,2,17,8.5,80.95,0,0.0,0.0,0,0,0,0,0,0,0.0,2,1.0,8.5,0.0
Natalia Pervaiz,Pakistan,20,156,7.8,67.53,3,33.67,7.39,0,33,3,3,1,0,0.0,4,0.2,4.8,0.0
Najiha Alvi,Pakistan,15,184,12.27,63.89,0,0.0,0.0,0,0,0,5,5,0,0.0,1,0.07,7.8,0.0
Umm-e-Hani,Pakistan,21,66,3.14,57.89,24,29.71,4.75,2,431,14,4,2,0,0.0,6,0.29,5.6,1.8
Rishad Hossain,Bangladesh,50,322,6.44,139.39,57,25.6,7.33,1,491,29,20,4,3,0.06,26,0.52,14.6,0.8
EM Moore,Warriors,11,316,28.73,99.06,0,0.0,0.0,0,0,0,4,0,1,0.09,5,0.45,26.6,0.0
N Brand,Titans,12,158,13.17,71.17,20,18.35,5.5,1,196,8,4,2,0,0.0,9,0.75,9.8,0.8
KA Vimlesh,Romania,5,63,12.6,95.45,0,0.0,0.0,0,0,0,3,0,0,0.0,2,0.4,12.6,0.0
R Athapaththu,Romania,7,47,6.71,142.42,12,16.58,7.51,0,56,8,2,1,0,0.0,5,0.71,7.4,1.6
M Prasanna,Romania,4,24,6.0,171.43,4,32.75,9.47,0,21,2,0,0,0,0.0,2,0.5,6.0,1.0
G Thakur,Malta,11,224,20.36,114.29,0,0.0,0.0,0,0,0,2,1,0,0.0,4,0.36,26.0,0.0
JS Buckingham,South Australia,23,66,2.87,20.31,72,30.39,3.49,101,2762,37,9,0,0,0.0,7,0.3,0.2,4.2
BM Hope,Tasmania,19,772,40.63,53.54,20,41.95,3.59,34,973,10,6,0,1,0.05,8,0.42,52.6,0.4
T Wyllie,Western Australia,20,688,34.4,42.89,0,0.0,0.0,0,0,0,15,1,0,0.0,12,0.6,13.6,0.0
L Haskett,Adelaide Strikers,8,36,4.5,33.96,22,27.05,3.37,33,780,10,2,0,0,0.0,5,0.62,4.2,2.6
F O'Neill,Victoria,37,844,22.81,59.65,117,21.31,2.74,243,4288,63,8,1,3,0.08,17,0.46,35.6,5.0
S Konstas,New South Wales,20,1042,52.1,57.79,0,0.0,0.0,0,0,0,17,0,1,0.05,9,0.45,53.8,0.0
KJS Elliott,Tasmania,9,206,22.89,37.39,38,24.21,3.34,44,1230,16,3,1,1,0.11,2,0.22,27.8,4.2
IJ Carlisle,Tasmania,5,52,10.4,44.44,21,25.43,3.3,32,743,5,2,0,0,0.0,1,0.2,10.4,4.2
J Goodwin,Hampshire,19,989,52.05,42.5,0,3.0,3.0,0,3,0,7,1,2,0.11,9,0.47,34.6,0.0
CH Stobo,Kent,28,744,26.57,47.27,64,28.09,2.98,135,2772,30,10,3,1,0.04,11,0.39,12.4,1.4
JW Hartshorn,Wellington,20,143,7.15,43.33,35,32.57,3.35,65,1506,18,6,0,0,0.0,9,0.45,1.0,1.6
