venue,team,matches,wins,losses,win_rate,lose_rate
Saxton Oval,Auckland Aces,2,0,2,0.0,1.0
Mainpower Oval,Northern Districts,2,0,2,0.0,1.0
Cello Basin Reserve,Otago Volts,4,0,4,0.0,1.0
Seddon Park,Wellington Firebirds,4,1,2,0.25,0.5
Seddon Park,Auckland Aces,2,1,1,0.5,0.5
Saxton Oval,Wellington Firebirds,3,1,1,0.33,0.33
Kennards Hire Community Oval,Canterbury,3,1,2,0.33,0.67
Cobham Oval,Canterbury,1,0,0,0.0,0.0
Cello Basin Reserve,Central Stags,2,0,1,0.0,0.5
University of Otago Oval,Canterbury,3,2,0,0.67,0.0
Asian Institute of Technology Ground,Hong Kong,7,3,4,0.43,0.57
Sylhet International Cricket Stadium,Dhaka Dynamites,4,2,2,0.5,0.5
Sylhet International Cricket Stadium,Khulna Titans,5,2,3,0.4,0.6
Sylhet International Cricket Stadium,Chittagong Vikings,3,2,1,0.67,0.33
"Zahur Ahmed Chowdhury Stadium, Chittagong",Sylhet Sixers,2,0,2,0.0,1.0
Eden Gardens,Sri Lanka,4,0,2,0.0,0.5
"Vidarbha Cricket Association Stadium, Jamtha",Sri Lanka,3,2,1,0.67,0.33
Arun Jaitley Stadium,Sri Lanka,1,0,0,0.0,0.0
Himachal Pradesh Cricket Association Stadium,Sri Lanka,1,1,0,1.0,0.0
Holkar Cricket Stadium,Sri Lanka,2,0,2,0.0,1.0
Coolidge Cricket Ground,West Indies,1,1,0,1.0,0.0
Coolidge Cricket Ground,Sri Lanka,1,0,1,0.0,1.0
Diamond Oval,India,1,1,0,1.0,0.0
Buffalo Park,India,1,1,0,1.0,0.0
Terdthai Cricket Ground,Hong Kong,7,3,4,0.43,0.57
Dubai International Cricket Stadium,Kenya,6,1,5,0.17,0.83
ICC Academy,Hong Kong,3,3,0,1.0,0.0
"Mangaung Oval, Bloemfontein",Lions,3,2,0,0.67,0.0
"County Ground, New Road",South Africa,1,1,0,1.0,0.0
St Lawrence Ground,South Africa,1,0,1,0.0,1.0
St Lawrence Ground,England,4,2,2,0.5,0.5
Grace Road,New Zealand,1,1,0,1.0,0.0
"The Village, Malahide",Pakistan,2,2,0,1.0,0.0
"Grange Cricket Club, Raeburn Place",Pakistan,2,2,0,1.0,0.0
"Grange Cricket Club, Raeburn Place",Scotland,3,0,3,0.0,1.0
"Woodbridge Road, Guildford",Surrey Stars,7,3,4,0.43,0.57
"Woodbridge Road, Guildford",Southern Vipers,1,1,0,1.0,0.0
"The Cooper Associates County Ground, Taunton",Yorkshire Diamonds,2,1,1,0.5,0.5
"The Rose Bowl, Southampton",Loughborough Lightning,3,2,1,0.67,0.33
Arundel Castle Cricket Club Ground,Western Storm,1,1,0,1.0,0.0
"Haslegrave Ground, Loughborough",Surrey Stars,3,0,3,0.0,1.0
"Clifton Park Ground, York",Southern Vipers,1,0,1,0.0,1.0
"Old Trafford, Manchester",Western Storm,4,3,1,0.75,0.25
"Woodbridge Road, Guildford",Loughborough Lightning,2,1,1,0.5,0.5
"Haslegrave Ground, Loughborough",Lancashire Thunder,2,1,1,0.5,0.5
"Clifton Park Ground, York",Surrey Stars,1,0,1,0.0,1.0
"Stanley Park, Blackpool",Yorkshire Diamonds,1,0,1,0.0,1.0
"Edgbaston, Birmingham",Western Storm,2,0,2,0.0,1.0
"Edgbaston, Birmingham",Loughborough Lightning,1,1,0,1.0,0.0
"The Rose Bowl, Southampton",Lancashire Thunder,1,1,0,1.0,0.0
"Headingley, Leeds",Loughborough Lightning,3,2,1,0.67,0.33
"County Ground, Hove",Loughborough Lightning,2,0,2,0.0,1.0
Old Trafford,Northamptonshire,2,0,2,0.0,1.0
The Kent County Cricket Ground,Hampshire,2,0,2,0.0,1.0
"County Ground, New Road",Yorkshire,2,1,1,0.5,0.5
College Ground,Essex,3,0,2,0.0,0.67
Headingley,Birmingham Bears,2,0,1,0.0,0.5
Old Trafford,Leicestershire,6,2,4,0.33,0.67
County Ground,Birmingham Bears,5,1,4,0.2,0.8
Old Trafford,Birmingham Bears,1,0,1,0.0,1.0
Grace Road,Worcestershire,2,1,1,0.5,0.5
Kennington Oval,Hampshire,4,0,4,0.0,1.0
The Rose Bowl,Gloucestershire,2,0,2,0.0,1.0
Riverside Ground,Sussex,1,1,0,1.0,0.0
"County Ground, New Road",Gloucestershire,2,1,1,0.5,0.5
The Cooper Associates County Ground,Nottinghamshire,1,0,1,0.0,1.0
"Kennington Oval, London",Worcestershire,4,0,2,0.0,0.5
"Woodbridge Road, Guildford",Somerset,1,0,1,0.0,1.0
"County Ground, New Road, Worcester",Somerset,4,3,1,0.75,0.25
"The Rose Bowl, Southampton",Nottinghamshire,5,0,4,0.0,0.8
"Kennington Oval, London",Lancashire,5,1,3,0.2,0.6
"Trafalgar Road Ground, Southport",Worcestershire,1,0,1,0.0,1.0
"County Ground, Chelmsford",Worcestershire,6,2,3,0.33,0.5
"Lord's, London",Northamptonshire,2,0,1,0.0,0.5
"County Ground, Derby",Middlesex,4,1,2,0.25,0.5
"Edgbaston, Birmingham",Glamorgan,3,0,2,0.0,0.67
Arundel Castle Cricket Club Ground,Durham,2,1,1,0.5,0.5
"Nevill Ground, Tunbridge Wells",Kent,5,3,0,0.6,0.0
"Nevill Ground, Tunbridge Wells",Warwickshire,1,0,1,0.0,1.0
"Grace Road, Leicester",Middlesex,6,2,3,0.33,0.5
"Queen's Park, Chesterfield",Northamptonshire,2,1,1,0.5,0.5
"County Ground, Northampton",Middlesex,5,2,1,0.4,0.2
"Sophia Gardens, Cardiff",Durham,4,2,0,0.5,0.0
"County Ground, Hove",Leicestershire,8,2,4,0.25,0.5
"Sophia Gardens, Cardiff",Leicestershire,8,1,4,0.12,0.5
"Radlett Cricket Club, Radlett",Essex,1,1,0,1.0,0.0
"Radlett Cricket Club, Radlett",Kent,2,1,1,0.5,0.5
"Welbeck Colliery Cricket Club Ground, Market Warsop",Northamptonshire,1,1,0,1.0,0.0
"Stanley Park, Blackpool",Warwickshire,1,0,0,0.0,0.0
"Roseworth Terrace, Gosforth",Worcestershire,1,0,1,0.0,1.0
"The Cooper Associates County Ground, Taunton",Middlesex,5,1,4,0.2,0.8
"Trent Bridge, Nottingham",Warwickshire,9,4,3,0.44,0.33
Oakham School Ground,Leicestershire,2,0,2,0.0,1.0
Oakham School Ground,Lancashire,1,1,0,1.0,0.0
"Kent County Cricket Ground, Beckenham",Gloucestershire,2,1,1,0.5,0.5
"The Saffrons, Eastbourne",Essex,1,1,0,1.0,0.0
"St Helen's, Swansea",Hampshire,2,2,0,1.0,0.0
"County Ground, Derby",Lancashire,7,5,2,0.71,0.29
Gaddafi Stadium,Karachi Kings,3,0,2,0.0,0.67
Saurashtra Cricket Association Stadium,Mumbai,4,2,2,0.5,0.5
Saurashtra Cricket Association Stadium,Gujarat,4,1,3,0.25,0.75
Shaheed Veer Narayan Singh International Stadium,Madhya Pradesh,5,3,2,0.6,0.4
Arun Jaitley Stadium,Himachal,5,1,3,0.2,0.6
Arun Jaitley Stadium,Haryana,3,2,0,0.67,0.0
JSCA International Stadium Complex,Tripura,4,1,3,0.25,0.75
Saurashtra Cricket Association Stadium,Saurashtra,4,2,2,0.5,0.5
Shaheed Veer Narayan Singh International Stadium,Vidarbha,5,3,2,0.6,0.4
Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,5,1,4,0.2,0.8
Arun Jaitley Stadium,Jammu & Kashmir,4,1,3,0.25,0.75
Dr P.V.G. Raju ACA Sports Complex,Hyderabad (India),1,1,0,1.0,0.0
Dr P.V.G. Raju ACA Sports Complex,Kerala,2,0,2,0.0,1.0
JSCA International Stadium Complex,Odisha,4,2,2,0.5,0.5
JSCA International Stadium Complex,Bengal,4,4,0,1.0,0.0
Arun Jaitley Stadium,Punjab,5,3,2,0.6,0.4
Dr P.V.G. Raju ACA Sports Complex,Karnataka,5,4,1,0.8,0.2
Dr P.V.G. Raju ACA Sports Complex,Tamil Nadu,2,1,1,0.5,0.5
Dr P.V.G. Raju ACA Sports Complex,Goa,3,1,2,0.33,0.67
"Shere Bangla National Stadium, Mirpur",Zimbabwe,12,2,10,0.17,0.83
ICC Academy,Ireland,4,4,0,1.0,0.0
Queens Sports Club,Nepal,2,0,2,0.0,1.0
Old Hararians,West Indies,2,2,0,1.0,0.0
Old Hararians,United Arab Emirates,2,0,2,0.0,1.0
Bulawayo Athletic Club,Hong Kong,5,2,3,0.4,0.6
Bulawayo Athletic Club,Scotland,3,3,0,1.0,0.0
Queens Sports Club,Scotland,3,2,0,0.67,0.0
Queens Sports Club,Hong Kong,1,0,1,0.0,1.0
Old Hararians,Ireland,1,1,0,1.0,0.0
Bulawayo Athletic Club,Nepal,1,1,0,1.0,0.0
Queens Sports Club,United Arab Emirates,1,0,1,0.0,1.0
Old Hararians Sports Club,Nepal,1,1,0,1.0,0.0
Kwekwe Sports Club,Hong Kong,1,0,1,0.0,1.0
Harare Sports Club,Scotland,3,1,2,0.33,0.67
"JU Second Campus, Salt Lake",Karnataka,2,0,1,0.0,0.5
"JU Second Campus, Salt Lake",Punjab,2,1,0,0.5,0.0
"JU Second Campus, Salt Lake",Mumbai,2,1,1,0.5,0.5
"JU Second Campus, Salt Lake",Jharkhand,2,0,2,0.0,1.0
Eden Gardens,Baroda,1,1,0,1.0,0.0
"JU Second Campus, Salt Lake",Rajasthan,2,2,0,1.0,0.0
Eden Gardens,Jharkhand,4,1,2,0.25,0.5
"JU Second Campus, Salt Lake",Baroda,2,1,1,0.5,0.5
"JU Second Campus, Salt Lake",Uttar Pradesh,2,1,1,0.5,0.5
"JU Second Campus, Salt Lake",Tamil Nadu,2,0,2,0.0,1.0
"JU Second Campus, Salt Lake",Bengal,1,1,0,1.0,0.0
"JU Second Campus, Salt Lake",Delhi,1,1,0,1.0,0.0
Affies Park,Oman,4,3,1,0.75,0.25
Wanderers Cricket Ground,Oman,3,1,2,0.33,0.67
Affies Park,Canada,6,4,2,0.67,0.33
United Cricket Club Ground,United Arab Emirates,1,0,1,0.0,1.0
United Cricket Club Ground,Nepal,3,3,0,1.0,0.0
Affies Park,United Arab Emirates,2,2,0,1.0,0.0
Punjab Cricket Association IS Bindra Stadium,Delhi Daredevils,1,0,1,0.0,1.0
Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,10,8,2,0.8,0.2
MA Chidambaram Stadium,Kolkata Knight Riders,2,0,2,0.0,1.0
MA Chidambaram Stadium,Chennai Super Kings,9,7,2,0.78,0.22
Sawai Mansingh Stadium,Delhi Daredevils,5,1,4,0.2,0.8
Rajiv Gandhi International Stadium,Mumbai Indians,3,2,1,0.67,0.33
M.Chinnaswamy Stadium,Kings XI Punjab,2,0,2,0.0,1.0
Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,2,0,2,0.0,1.0
Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,2,0,2,0.0,1.0
Maharashtra Cricket Association Stadium,Rajasthan Royals,3,1,2,0.33,0.67
Rajiv Gandhi International Stadium,Chennai Super Kings,3,1,2,0.33,0.67
Sawai Mansingh Stadium,Mumbai Indians,7,2,5,0.29,0.71
Arun Jaitley Stadium,Kings XI Punjab,2,1,1,0.5,0.5
Arun Jaitley Stadium,Delhi Daredevils,7,4,3,0.57,0.43
M.Chinnaswamy Stadium,Chennai Super Kings,2,1,1,0.5,0.5
Rajiv Gandhi International Stadium,Kings XI Punjab,2,0,2,0.0,1.0
Arun Jaitley Stadium,Kolkata Knight Riders,2,0,1,0.0,0.5
M.Chinnaswamy Stadium,Kolkata Knight Riders,2,2,0,1.0,0.0
M.Chinnaswamy Stadium,Mumbai Indians,2,1,1,0.5,0.5
Arun Jaitley Stadium,Rajasthan Royals,2,0,2,0.0,1.0
Rajiv Gandhi International Stadium,Royal Challengers Bangalore,2,0,2,0.0,1.0
Sawai Mansingh Stadium,Kings XI Punjab,6,1,5,0.17,0.83
Arun Jaitley Stadium,Sunrisers Hyderabad,2,2,0,1.0,0.0
Holkar Cricket Stadium,Kolkata Knight Riders,1,1,0,1.0,0.0
Arun Jaitley Stadium,Royal Challengers Bangalore,2,1,1,0.5,0.5
M.Chinnaswamy Stadium,Sunrisers Hyderabad,2,0,2,0.0,1.0
Arun Jaitley Stadium,Chennai Super Kings,2,1,1,0.5,0.5
Arun Jaitley Stadium,Mumbai Indians,2,1,1,0.5,0.5
"The Vineyard, Dublin",Northern Knights,1,0,1,0.0,1.0
"Woodvale Road, Eglinton",Leinster Lightning,2,1,0,0.5,0.0
"Woodvale Road, Eglinton",Northern Knights,3,3,0,1.0,0.0
"Observatory Lane, Rathmines, Dublin",North-West Warriors,1,0,1,0.0,1.0
Bert Sutcliffe Oval,West Indies,2,0,2,0.0,1.0
Sinhalese Sports Club Ground,Pakistan,5,2,1,0.4,0.2
Rangiri Dambulla International Stadium,England,5,2,2,0.4,0.4
"R.Premadasa Stadium, Khettarama",England,2,1,1,0.5,0.5
Lord's,ICC World XI,1,0,1,0.0,1.0
Lord's,Netherlands,3,1,1,0.33,0.33
Lord's,Nepal,1,0,0,0.0,0.0
Sulabiya Ground,Kuwait,2,1,1,0.5,0.5
Sulabiya Ground,Maldives,3,0,3,0.0,1.0
Sulabiya Ground,Qatar,3,3,0,1.0,0.0
Tack-Tec Ground,Maldives,2,0,2,0.0,1.0
Tack-Tec Ground,Bahrain,2,1,1,0.5,0.5
Sulabiya Ground,United Arab Emirates,2,2,0,1.0,0.0
Sportpark Het Schootsveld,Scotland,7,4,2,0.57,0.29
VRA Ground,Scotland,6,3,2,0.5,0.33
Sinhalese Sports Club Ground,South Africa,6,1,3,0.17,0.5
"R.Premadasa Stadium, Khettarama",South Africa,2,0,2,0.0,1.0
Queens Sports Club,Pakistan,7,7,0,1.0,0.0
Tafawa Balewa Square Cricket Oval,Ghana,2,2,0,1.0,0.0
Tafawa Balewa Square Cricket Oval,Gambia,2,0,2,0.0,1.0
Diamond Oval,Zimbabwe,1,0,1,0.0,1.0
Mangaung Oval,Zimbabwe,1,0,1,0.0,1.0
Boland Park,Zimbabwe,1,0,1,0.0,1.0
The Wanderers Stadium,Pakistan,4,1,3,0.25,0.75
St George's Park,Pakistan,4,3,0,0.75,0.0
St George's Park,Sri Lanka,4,1,3,0.25,0.75
Kinrara Academy Oval,Uganda,5,3,2,0.6,0.4
Royal Selangor Club,Bermuda,2,0,1,0.0,0.5
Royal Selangor Club,Denmark,2,2,0,1.0,0.0
UKM-YSD Cricket Oval,Vanuatu,2,1,1,0.5,0.5
Royal Selangor Club,Jersey,2,1,1,0.5,0.5
UKM-YSD Cricket Oval,Bermuda,2,0,2,0.0,1.0
Royal Selangor Club,Uganda,1,1,0,1.0,0.0
Royal Selangor Club,Vanuatu,1,0,1,0.0,1.0
UKM Cricket Oval,Malaysia,1,0,1,0.0,1.0
UKM Cricket Oval,Denmark,1,1,0,1.0,0.0
Trent Bridge,Bangladesh,4,0,4,0.0,1.0
Headingley,Sri Lanka,6,4,2,0.67,0.33
Old Trafford,New Zealand,5,2,3,0.4,0.6
Riverside Ground,South Africa,2,2,0,1.0,0.0
Riverside Ground,Sri Lanka,5,3,2,0.6,0.4
Lord's,Bangladesh,2,0,2,0.0,1.0
North Sydney Oval,New Zealand,3,0,3,0.0,1.0
W.A.C.A. Ground,New Zealand,2,1,1,0.5,0.5
Karen Rolton Oval,Australia,1,1,0,1.0,0.0
Karen Rolton Oval,New Zealand,1,0,1,0.0,1.0
Junction Oval,Australia,5,4,1,0.8,0.2
Carrara Oval,South Africa,1,1,0,1.0,0.0
"Brisbane Cricket Ground, Woolloongabba",Sri Lanka,10,3,6,0.3,0.6
Manuka Oval,Sri Lanka,1,0,1,0.0,1.0
Kinrara Oval,Malaysia,1,1,0,1.0,0.0
Kinrara Oval,Bermuda,1,0,1,0.0,1.0
YMCA Cricket Club,Ireland,10,1,9,0.1,0.9
YMCA Cricket Club,New Zealand,1,1,0,1.0,0.0
The Vineyard,New Zealand,1,1,0,1.0,0.0
The Vineyard,Ireland,1,0,1,0.0,1.0
YMCA Cricket Club,Bangladesh,1,1,0,1.0,0.0
"Pembroke Cricket Club, Sandymount",Bangladesh,1,0,1,0.0,1.0
"Pembroke Cricket Club, Sandymount",Ireland,1,1,0,1.0,0.0
"Sabina Park, Kingston",Bangladesh,1,0,1,0.0,1.0
Central Broward Regional Park Stadium Turf Ground,Bangladesh,2,2,0,1.0,0.0
"Wankhede Stadium, Mumbai",Trailblazers,1,0,1,0.0,1.0
"Wankhede Stadium, Mumbai",Supernovas,1,1,0,1.0,0.0
Sportpark Maarschalkerweerd,Thailand,3,1,2,0.33,0.67
Sportpark Maarschalkerweerd,Ireland,2,1,1,0.5,0.5
VRA Ground,Uganda,3,0,3,0.0,1.0
Sportpark Maarschalkerweerd,United Arab Emirates,3,1,2,0.33,0.67
VRA Ground,Bangladesh,2,2,0,1.0,0.0
Sportpark Maarschalkerweerd,Bangladesh,3,3,0,1.0,0.0
Sportpark Maarschalkerweerd,Scotland,2,2,0,1.0,0.0
Sportpark Maarschalkerweerd,Papua New Guinea,1,0,1,0.0,1.0
VRA Ground,Thailand,1,1,0,1.0,0.0
Kinrara Academy Oval,India,8,3,4,0.38,0.5
Kinrara Academy Oval,Thailand,6,1,5,0.17,0.83
Kinrara Academy Oval,Pakistan,16,2,13,0.12,0.81
Kinrara Academy Oval,Bangladesh,5,5,0,1.0,0.0
Royal Selangor Club,India,2,2,0,1.0,0.0
Royal Selangor Club,Thailand,3,2,1,0.67,0.33
Royal Selangor Club,Sri Lanka,3,1,2,0.33,0.67
Kinrara Academy Oval,Sri Lanka,1,0,1,0.0,1.0
Providence Stadium,St Kitts and Nevis Patriots,4,1,3,0.25,0.75
"Brisbane Cricket Ground, Woolloongabba, Brisbane",Tasmania,3,2,1,0.67,0.33
"Bellerive Oval, Hobart",Victoria,4,1,2,0.25,0.5
Adelaide Oval,Tasmania,3,2,1,0.67,0.33
"Western Australia Cricket Association Ground, Perth",South Australia,4,1,3,0.25,0.75
"Bellerive Oval, Hobart",New South Wales,6,1,4,0.17,0.67
"Karen Rolton Oval, Adelaide",Victoria,2,1,0,0.5,0.0
"Western Australia Cricket Association Ground, Perth",Queensland,5,0,3,0.0,0.6
Providence Stadium,India,4,4,0,1.0,0.0
"Daren Sammy National Cricket Stadium, Gros Islet",Bangladesh,3,0,3,0.0,1.0
"Daren Sammy National Cricket Stadium, Gros Islet",England,3,2,1,0.67,0.33
"Daren Sammy National Cricket Stadium, Gros Islet",South Africa,4,2,2,0.5,0.5
Gahanga International Cricket Stadium. Rwanda,Uganda,15,11,4,0.73,0.27
Carrara Oval,Hobart Hurricanes,1,1,0,1.0,0.0
Aurora Stadium,Perth Scorchers,2,0,1,0.0,0.5
Carrara Oval,Sydney Sixers,7,6,1,0.86,0.14
"Simonds Stadium, South Geelong, Victoria",Adelaide Strikers,1,1,0,1.0,0.0
Carrara Oval,Sydney Thunder,4,3,1,0.75,0.25
Melbourne Cricket Ground,Perth Scorchers,9,4,5,0.44,0.56
Geelong Cricket Ground,Melbourne Renegades,2,0,2,0.0,1.0
Geelong Cricket Ground,Brisbane Heat,2,2,0,1.0,0.0
Ted Summerton Reserve,Adelaide Strikers,1,0,1,0.0,1.0
Junction Oval,Sydney Sixers,1,0,1,0.0,1.0
Junction Oval,Adelaide Strikers,2,1,1,0.5,0.5
Junction Oval,Brisbane Heat,3,2,1,0.67,0.33
Junction Oval,Sydney Thunder,2,1,1,0.5,0.5
West Park Oval,Hobart Hurricanes,3,1,2,0.33,0.67
West Park Oval,Melbourne Stars,2,1,1,0.5,0.5
Eastern Oval,Adelaide Strikers,1,0,0,0.0,0.0
Eastern Oval,Melbourne Renegades,2,0,1,0.0,0.5
Casey Fields No. 4,Perth Scorchers,2,1,1,0.5,0.5
Karen Rolton Oval,Melbourne Stars,2,1,1,0.5,0.5
"Simonds Stadium, South Geelong, Victoria",Hobart Hurricanes,1,0,1,0.0,1.0
Blacktown International Sportspark,Melbourne Stars,3,2,0,0.67,0.0
Harrup Park,Adelaide Strikers,3,1,2,0.33,0.67
Harrup Park,Melbourne Renegades,1,1,0,1.0,0.0
Drummoyne Oval,Sydney Sixers,7,1,5,0.14,0.71
Headingley,Australia,4,1,3,0.25,0.75
Sylhet International Cricket Stadium,Zimbabwe,4,1,3,0.25,0.75
Eden Park,India,9,4,4,0.44,0.44
"Basin Reserve, Wellington",Sri Lanka,3,0,2,0.0,0.67
Kinrara Academy Oval,United Arab Emirates,3,3,0,1.0,0.0
Albert Park 1,Vanuatu,3,1,2,0.33,0.67
Albert Park 1,Samoa,2,0,2,0.0,1.0
Sportpark Maarschalkerweerd,Cyprus,1,0,1,0.0,1.0
Sportpark Maarschalkerweerd,Denmark,1,1,0,1.0,0.0
Sportpark Maarschalkerweerd,Portugal,1,0,1,0.0,1.0
Sportpark Het Schootsveld,Austria,1,1,0,1.0,0.0
Sportpark Het Schootsveld,Germany,1,0,1,0.0,1.0
Sportpark Het Schootsveld 2,Denmark,1,1,0,1.0,0.0
Sportpark Het Schootsveld 2,France,1,0,1,0.0,1.0
Sportpark Het Schootsveld,Cyprus,1,0,1,0.0,1.0
"Brian Lara Stadium, Tarouba",South Africa,3,2,1,0.67,0.33
"Brian Lara Stadium, Tarouba",West Indies,3,1,2,0.33,0.67
Sportpark Westvliet,Italy,3,3,0,1.0,0.0
Sportpark Westvliet,Spain,1,0,1,0.0,1.0
VRA Ground,Belgium,1,1,0,1.0,0.0
"VRA Ground, Amstelveen",Isle of Man,1,1,0,1.0,0.0
"VRA Ground, Amstelveen",Finland,1,0,1,0.0,1.0
VRA Ground,Spain,1,0,1,0.0,1.0
Sportpark Westvliet,Finland,1,0,1,0.0,1.0
Sportpark Thurlede,Belgium,1,0,1,0.0,1.0
Sportpark Thurlede,Italy,1,1,0,1.0,0.0
Hazelaarweg,Finland,1,1,0,1.0,0.0
Hazelaarweg,Spain,1,0,1,0.0,1.0
Sportpark Thurlede,Jersey,1,1,0,1.0,0.0
Sportpark Thurlede,Finland,1,0,1,0.0,1.0
Hazelaarweg,Guernsey,1,1,0,1.0,0.0
Sportpark Thurlede,Norway,2,1,0,0.5,0.0
Sportpark Thurlede,Sweden,3,1,1,0.33,0.33
Sportpark Westvliet,Guernsey,1,0,1,0.0,1.0
Sportpark Westvliet,Norway,1,1,0,1.0,0.0
VRA Ground,Czech Republic,1,1,0,1.0,0.0
"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Jharkhand,4,3,1,0.75,0.25
"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Delhi,4,3,1,0.75,0.25
"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Kerala,6,4,2,0.67,0.33
"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Manipur,4,0,4,0.0,1.0
Lalbhai Contractor Stadium,Meghalaya,4,0,4,0.0,1.0
Barabati Stadium,Chhattisgarh,3,2,1,0.67,0.33
"Airforce Complex ground, Palam",Tripura,3,1,2,0.33,0.67
"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Jharkhand,2,2,0,1.0,0.0
"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Andhra,6,3,3,0.5,0.5
"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Nagaland,2,0,2,0.0,1.0
C B Patel Ground,Himachal,2,2,0,1.0,0.0
C B Patel Ground,Meghalaya,2,0,2,0.0,1.0
Lalbhai Contractor Stadium,Vidarbha,3,2,1,0.67,0.33
Holkar Stadium,Sikkim,3,0,3,0.0,1.0
Barabati Stadium,Assam,3,2,1,0.67,0.33
Barabati Stadium,Haryana,3,2,1,0.67,0.33
"Airforce Complex ground, Palam",Uttarakhand,4,3,0,0.75,0.0
"Airforce Complex ground, Palam",Puducherry,3,0,3,0.0,1.0
"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -CP Ground,Mulapadu",Delhi,2,2,0,1.0,0.0
C B Patel Ground,Bihar,2,1,1,0.5,0.5
Barabati Stadium,Arunachal Pradesh,3,0,3,0.0,1.0
"Dr. Gokaraju Laila Ganga Raju ACA Cricket Complex -DVR Ground,Mulapadu",Jammu & Kashmir,2,1,1,0.5,0.5
 Emerald Heights International School Ground,Madhya Pradesh,3,3,0,1.0,0.0
Holkar Stadium,Punjab,2,2,0,1.0,0.0
"Willowmoore Park, Benoni",Cape Cobras,2,0,2,0.0,1.0
"Newlands, Cape Town",Dolphins,5,2,3,0.4,0.6
"City Oval, Pietermaritzburg",Dolphins,2,1,1,0.5,0.5
"City Oval, Pietermaritzburg",Titans,1,1,0,1.0,0.0
"New Wanderers Stadium, Johannesburg",Warriors,4,1,3,0.25,0.75
"SuperSport Park, Centurion",Knights,6,5,1,0.83,0.17
Church Street Park,United States of America,5,5,0,1.0,0.0
Church Street Park,Belize,5,0,5,0.0,1.0
Chilaw Marians Cricket Club Ground,India,2,1,1,0.5,0.5
Chilaw Marians Cricket Club Ground,Sri Lanka,2,1,1,0.5,0.5
Colts Cricket Club Ground,Sri Lanka,3,1,1,0.33,0.33
Colts Cricket Club Ground,India,1,0,0,0.0,0.0
Saurashtra Cricket Association Stadium,West Indies,1,0,1,0.0,1.0
"Rajiv Gandhi International Stadium, Uppal",West Indies,2,0,2,0.0,1.0
Barsapara Cricket Stadium,West Indies,1,0,1,0.0,1.0
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,West Indies,4,1,2,0.25,0.5
Brabourne Stadium,West Indies,7,2,5,0.29,0.71
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,India,7,3,4,0.43,0.57
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,West Indies,1,0,1,0.0,1.0
Sportpark Westvliet,Jersey,1,0,1,0.0,1.0
"Kensington Oval, Barbados",England,3,1,2,0.33,0.67
"Sir Vivian Richards Stadium, Antigua",England,1,0,1,0.0,1.0
"Daren Sammy National Cricket Stadium, St Lucia",West Indies,1,0,1,0.0,1.0
"Daren Sammy National Cricket Stadium, St Lucia",England,1,1,0,1.0,0.0
"National Cricket Stadium, Grenada",West Indies,3,1,2,0.33,0.67
"National Cricket Stadium, Grenada",England,1,1,0,1.0,0.0
"Darren Sammy National Cricket Stadium, St Lucia",England,2,1,1,0.5,0.5
Botswana Cricket Association Oval 2,Malawi,5,2,3,0.4,0.6
Botswana Cricket Association Oval 1,Sierra Leone,4,2,2,0.5,0.5
Botswana Cricket Association Oval 2,Lesotho,4,0,4,0.0,1.0
"Botswana Cricket Association Oval 1, Gaborone",Namibia,2,1,1,0.5,0.5
"Botswana Cricket Association Oval 1, Gaborone",Lesotho,4,0,4,0.0,1.0
Botswana Cricket Association Oval 2,Sierra Leone,1,1,0,1.0,0.0
Hong Kong Cricket Club,Japan,5,1,4,0.2,0.8
Hong Kong Cricket Club,South Korea,1,0,1,0.0,1.0
Bay Oval,Otago Volts,2,0,1,0.0,0.5
Molyneux Park,Central Stags,1,1,0,1.0,0.0
Mainpower Oval,Central Stags,2,1,1,0.5,0.5
Cobham Oval,Auckland Aces,1,0,0,0.0,0.0
Seddon Park,Wellington,1,0,1,0.0,1.0
Pukekura Park,Auckland,4,3,1,0.75,0.25
Seddon Park,Auckland,4,1,3,0.25,0.75
McLean Park,Otago,3,1,2,0.33,0.67
UKM-YSD Cricket Oval,Malaysia,2,1,0,0.5,0.0
UKM-YSD Cricket Oval,Nepal,1,1,0,1.0,0.0
"Newlands, Cape Town",Tshwane Spartans,2,0,2,0.0,1.0
